file_row,decision_time,shipment_id,decision_time_utc
49,2026-01-03T08:00:00Z,s-00016,2026-01-03 08:00:00+00:00
50,2026-01-03T11:00:00Z,s-00016,2026-01-03 11:00:00+00:00
51,2026-01-03T14:00:00Z,s-00016,2026-01-03 14:00:00+00:00
52,2026-01-03T11:00:00Z,s-00017,2026-01-03 11:00:00+00:00
53,2026-01-03T14:00:00Z,s-00017,2026-01-03 14:00:00+00:00
54,2026-01-03T17:00:00Z,s-00017,2026-01-03 17:00:00+00:00
55,2026-01-03T14:00:00Z,s-00018,2026-01-03 14:00:00+00:00
56,2026-01-03T17:00:00Z,s-00018,2026-01-03 17:00:00+00:00
57,2026-01-03T20:00:00Z,s-00018,2026-01-03 20:00:00+00:00
58,2026-01-03T17:00:00Z,s-00019,2026-01-03 17:00:00+00:00
59,2026-01-03T20:00:00Z,s-00019,2026-01-03 20:00:00+00:00
60,2026-01-03T23:00:00Z,s-00019,2026-01-03 23:00:00+00:00
61,2026-01-03T20:00:00Z,s-00020,2026-01-03 20:00:00+00:00
62,2026-01-03T23:00:00Z,s-00020,2026-01-03 23:00:00+00:00
63,2026-01-04T02:00:00Z,s-00020,2026-01-04 02:00:00+00:00
64,2026-01-03T23:00:00Z,s-00021,2026-01-03 23:00:00+00:00
65,2026-01-04T02:00:00Z,s-00021,2026-01-04 02:00:00+00:00
66,2026-01-04T05:00:00Z,s-00021,2026-01-04 05:00:00+00:00
67,2026-01-04T02:00:00Z,s-00022,2026-01-04 02:00:00+00:00
68,2026-01-04T05:00:00Z,s-00022,2026-01-04 05:00:00+00:00
69,2026-01-04T08:00:00Z,s-00022,2026-01-04 08:00:00+00:00
70,2026-01-04T05:00:00Z,s-00023,2026-01-04 05:00:00+00:00
71,2026-01-04T08:00:00Z,s-00023,2026-01-04 08:00:00+00:00
72,2026-01-04T11:00:00Z,s-00023,2026-01-04 11:00:00+00:00
73,2026-01-04T08:00:00Z,s-00024,2026-01-04 08:00:00+00:00
74,2026-01-04T11:00:00Z,s-00024,2026-01-04 11:00:00+00:00
75,2026-01-04T14:00:00Z,s-00024,2026-01-04 14:00:00+00:00
76,2026-01-04T11:00:00Z,s-00025,2026-01-04 11:00:00+00:00
77,2026-01-04T14:00:00Z,s-00025,2026-01-04 14:00:00+00:00
78,2026-01-04T17:00:00Z,s-00025,2026-01-04 17:00:00+00:00
79,2026-01-04T14:00:00Z,s-00026,2026-01-04 14:00:00+00:00
80,2026-01-04T17:00:00Z,s-00026,2026-01-04 17:00:00+00:00
81,2026-01-04T20:00:00Z,s-00026,2026-01-04 20:00:00+00:00
82,2026-01-04T17:00:00Z,s-00027,2026-01-04 17:00:00+00:00
83,2026-01-04T20:00:00Z,s-00027,2026-01-04 20:00:00+00:00
84,2026-01-04T23:00:00Z,s-00027,2026-01-04 23:00:00+00:00
85,2026-01-04T20:00:00Z,s-00028,2026-01-04 20:00:00+00:00
86,2026-01-04T23:00:00Z,s-00028,2026-01-04 23:00:00+00:00
87,2026-01-05T02:00:00Z,s-00028,2026-01-05 02:00:00+00:00
88,2026-01-04T23:00:00Z,s-00029,2026-01-04 23:00:00+00:00
89,2026-01-05T02:00:00Z,s-00029,2026-01-05 02:00:00+00:00
90,2026-01-05T05:00:00Z,s-00029,2026-01-05 05:00:00+00:00
91,2026-01-05T02:00:00Z,s-00030,2026-01-05 02:00:00+00:00
92,2026-01-05T05:00:00Z,s-00030,2026-01-05 05:00:00+00:00
93,2026-01-05T08:00:00Z,s-00030,2026-01-05 08:00:00+00:00
94,2026-01-05T05:00:00Z,s-00031,2026-01-05 05:00:00+00:00
95,2026-01-05T08:00:00Z,s-00031,2026-01-05 08:00:00+00:00
96,2026-01-05T11:00:00Z,s-00031,2026-01-05 11:00:00+00:00
97,2026-01-05T08:00:00Z,s-00032,2026-01-05 08:00:00+00:00
98,2026-01-05T11:00:00Z,s-00032,2026-01-05 11:00:00+00:00
99,2026-01-05T14:00:00Z,s-00032,2026-01-05 14:00:00+00:00
100,2026-01-05T11:00:00Z,s-00033,2026-01-05 11:00:00+00:00
101,2026-01-05T14:00:00Z,s-00033,2026-01-05 14:00:00+00:00
102,2026-01-05T17:00:00Z,s-00033,2026-01-05 17:00:00+00:00
103,2026-01-05T14:00:00Z,s-00034,2026-01-05 14:00:00+00:00
104,2026-01-05T17:00:00Z,s-00034,2026-01-05 17:00:00+00:00
105,2026-01-05T20:00:00Z,s-00034,2026-01-05 20:00:00+00:00
106,2026-01-05T17:00:00Z,s-00035,2026-01-05 17:00:00+00:00
107,2026-01-05T20:00:00Z,s-00035,2026-01-05 20:00:00+00:00
108,2026-01-05T23:00:00Z,s-00035,2026-01-05 23:00:00+00:00
109,2026-01-05T20:00:00Z,s-00036,2026-01-05 20:00:00+00:00
110,2026-01-05T23:00:00Z,s-00036,2026-01-05 23:00:00+00:00
111,2026-01-06T02:00:00Z,s-00036,2026-01-06 02:00:00+00:00
112,2026-01-05T23:00:00Z,s-00037,2026-01-05 23:00:00+00:00
113,2026-01-06T02:00:00Z,s-00037,2026-01-06 02:00:00+00:00
114,2026-01-06T05:00:00Z,s-00037,2026-01-06 05:00:00+00:00
115,2026-01-06T02:00:00Z,s-00038,2026-01-06 02:00:00+00:00
116,2026-01-06T05:00:00Z,s-00038,2026-01-06 05:00:00+00:00
117,2026-01-06T08:00:00Z,s-00038,2026-01-06 08:00:00+00:00
118,2026-01-06T05:00:00Z,s-00039,2026-01-06 05:00:00+00:00
119,2026-01-06T08:00:00Z,s-00039,2026-01-06 08:00:00+00:00
120,2026-01-06T11:00:00Z,s-00039,2026-01-06 11:00:00+00:00
121,2026-01-06T08:00:00Z,s-00040,2026-01-06 08:00:00+00:00
122,2026-01-06T11:00:00Z,s-00040,2026-01-06 11:00:00+00:00
123,2026-01-06T14:00:00Z,s-00040,2026-01-06 14:00:00+00:00
124,2026-01-06T11:00:00Z,s-00041,2026-01-06 11:00:00+00:00
125,2026-01-06T14:00:00Z,s-00041,2026-01-06 14:00:00+00:00
126,2026-01-06T17:00:00Z,s-00041,2026-01-06 17:00:00+00:00
127,2026-01-06T14:00:00Z,s-00042,2026-01-06 14:00:00+00:00
128,2026-01-06T17:00:00Z,s-00042,2026-01-06 17:00:00+00:00
129,2026-01-06T20:00:00Z,s-00042,2026-01-06 20:00:00+00:00
130,2026-01-06T17:00:00Z,s-00043,2026-01-06 17:00:00+00:00
131,2026-01-06T20:00:00Z,s-00043,2026-01-06 20:00:00+00:00
132,2026-01-06T23:00:00Z,s-00043,2026-01-06 23:00:00+00:00
133,2026-01-06T20:00:00Z,s-00044,2026-01-06 20:00:00+00:00
134,2026-01-06T23:00:00Z,s-00044,2026-01-06 23:00:00+00:00
135,2026-01-07T02:00:00Z,s-00044,2026-01-07 02:00:00+00:00
136,2026-01-06T23:00:00Z,s-00045,2026-01-06 23:00:00+00:00
137,2026-01-07T02:00:00Z,s-00045,2026-01-07 02:00:00+00:00
138,2026-01-07T05:00:00Z,s-00045,2026-01-07 05:00:00+00:00
139,2026-01-07T02:00:00Z,s-00046,2026-01-07 02:00:00+00:00
140,2026-01-07T05:00:00Z,s-00046,2026-01-07 05:00:00+00:00
141,2026-01-07T08:00:00Z,s-00046,2026-01-07 08:00:00+00:00
142,2026-01-07T05:00:00Z,s-00047,2026-01-07 05:00:00+00:00
143,2026-01-07T08:00:00Z,s-00047,2026-01-07 08:00:00+00:00
144,2026-01-07T11:00:00Z,s-00047,2026-01-07 11:00:00+00:00
145,2026-01-07T08:00:00Z,s-00048,2026-01-07 08:00:00+00:00
146,2026-01-07T11:00:00Z,s-00048,2026-01-07 11:00:00+00:00
147,2026-01-07T14:00:00Z,s-00048,2026-01-07 14:00:00+00:00
148,2026-01-07T11:00:00Z,s-00049,2026-01-07 11:00:00+00:00
149,2026-01-07T14:00:00Z,s-00049,2026-01-07 14:00:00+00:00
150,2026-01-07T17:00:00Z,s-00049,2026-01-07 17:00:00+00:00
151,2026-01-07T14:00:00Z,s-00050,2026-01-07 14:00:00+00:00
152,2026-01-07T17:00:00Z,s-00050,2026-01-07 17:00:00+00:00
153,2026-01-07T20:00:00Z,s-00050,2026-01-07 20:00:00+00:00
154,2026-01-07T17:00:00Z,s-00051,2026-01-07 17:00:00+00:00
155,2026-01-07T20:00:00Z,s-00051,2026-01-07 20:00:00+00:00
156,2026-01-07T23:00:00Z,s-00051,2026-01-07 23:00:00+00:00
157,2026-01-07T20:00:00Z,s-00052,2026-01-07 20:00:00+00:00
158,2026-01-07T23:00:00Z,s-00052,2026-01-07 23:00:00+00:00
159,2026-01-08T02:00:00Z,s-00052,2026-01-08 02:00:00+00:00
160,2026-01-07T23:00:00Z,s-00053,2026-01-07 23:00:00+00:00
161,2026-01-08T02:00:00Z,s-00053,2026-01-08 02:00:00+00:00
162,2026-01-08T05:00:00Z,s-00053,2026-01-08 05:00:00+00:00
163,2026-01-08T02:00:00Z,s-00054,2026-01-08 02:00:00+00:00
164,2026-01-08T05:00:00Z,s-00054,2026-01-08 05:00:00+00:00
165,2026-01-08T08:00:00Z,s-00054,2026-01-08 08:00:00+00:00
166,2026-01-08T05:00:00Z,s-00055,2026-01-08 05:00:00+00:00
167,2026-01-08T08:00:00Z,s-00055,2026-01-08 08:00:00+00:00
168,2026-01-08T11:00:00Z,s-00055,2026-01-08 11:00:00+00:00
169,2026-01-08T08:00:00Z,s-00056,2026-01-08 08:00:00+00:00
170,2026-01-08T11:00:00Z,s-00056,2026-01-08 11:00:00+00:00
171,2026-01-08T14:00:00Z,s-00056,2026-01-08 14:00:00+00:00
172,2026-01-08T11:00:00Z,s-00057,2026-01-08 11:00:00+00:00
173,2026-01-08T14:00:00Z,s-00057,2026-01-08 14:00:00+00:00
174,2026-01-08T17:00:00Z,s-00057,2026-01-08 17:00:00+00:00
175,2026-01-08T14:00:00Z,s-00058,2026-01-08 14:00:00+00:00
176,2026-01-08T17:00:00Z,s-00058,2026-01-08 17:00:00+00:00
177,2026-01-08T20:00:00Z,s-00058,2026-01-08 20:00:00+00:00
178,2026-01-08T17:00:00Z,s-00059,2026-01-08 17:00:00+00:00
179,2026-01-08T20:00:00Z,s-00059,2026-01-08 20:00:00+00:00
180,2026-01-08T23:00:00Z,s-00059,2026-01-08 23:00:00+00:00
181,2026-01-08T20:00:00Z,s-00060,2026-01-08 20:00:00+00:00
182,2026-01-08T23:00:00Z,s-00060,2026-01-08 23:00:00+00:00
183,2026-01-09T02:00:00Z,s-00060,2026-01-09 02:00:00+00:00
184,2026-01-08T23:00:00Z,s-00061,2026-01-08 23:00:00+00:00
185,2026-01-09T02:00:00Z,s-00061,2026-01-09 02:00:00+00:00
186,2026-01-09T05:00:00Z,s-00061,2026-01-09 05:00:00+00:00
187,2026-01-09T02:00:00Z,s-00062,2026-01-09 02:00:00+00:00
188,2026-01-09T05:00:00Z,s-00062,2026-01-09 05:00:00+00:00
189,2026-01-09T08:00:00Z,s-00062,2026-01-09 08:00:00+00:00
190,2026-01-09T05:00:00Z,s-00063,2026-01-09 05:00:00+00:00
191,2026-01-09T08:00:00Z,s-00063,2026-01-09 08:00:00+00:00
192,2026-01-09T11:00:00Z,s-00063,2026-01-09 11:00:00+00:00
193,2026-01-09T08:00:00Z,s-00064,2026-01-09 08:00:00+00:00
194,2026-01-09T11:00:00Z,s-00064,2026-01-09 11:00:00+00:00
195,2026-01-09T14:00:00Z,s-00064,2026-01-09 14:00:00+00:00
196,2026-01-09T11:00:00Z,s-00065,2026-01-09 11:00:00+00:00
197,2026-01-09T14:00:00Z,s-00065,2026-01-09 14:00:00+00:00
198,2026-01-09T17:00:00Z,s-00065,2026-01-09 17:00:00+00:00
199,2026-01-09T14:00:00Z,s-00066,2026-01-09 14:00:00+00:00
200,2026-01-09T17:00:00Z,s-00066,2026-01-09 17:00:00+00:00
201,2026-01-09T20:00:00Z,s-00066,2026-01-09 20:00:00+00:00
202,2026-01-09T17:00:00Z,s-00067,2026-01-09 17:00:00+00:00
203,2026-01-09T20:00:00Z,s-00067,2026-01-09 20:00:00+00:00
204,2026-01-09T23:00:00Z,s-00067,2026-01-09 23:00:00+00:00
205,2026-01-09T20:00:00Z,s-00068,2026-01-09 20:00:00+00:00
206,2026-01-09T23:00:00Z,s-00068,2026-01-09 23:00:00+00:00
207,2026-01-10T02:00:00Z,s-00068,2026-01-10 02:00:00+00:00
208,2026-01-09T23:00:00Z,s-00069,2026-01-09 23:00:00+00:00
209,2026-01-10T02:00:00Z,s-00069,2026-01-10 02:00:00+00:00
210,2026-01-10T05:00:00Z,s-00069,2026-01-10 05:00:00+00:00
211,2026-01-10T02:00:00Z,s-00070,2026-01-10 02:00:00+00:00
212,2026-01-10T05:00:00Z,s-00070,2026-01-10 05:00:00+00:00
213,2026-01-10T08:00:00Z,s-00070,2026-01-10 08:00:00+00:00
214,2026-01-10T05:00:00Z,s-00071,2026-01-10 05:00:00+00:00
215,2026-01-10T08:00:00Z,s-00071,2026-01-10 08:00:00+00:00
216,2026-01-10T11:00:00Z,s-00071,2026-01-10 11:00:00+00:00
217,2026-01-10T08:00:00Z,s-00072,2026-01-10 08:00:00+00:00
218,2026-01-10T11:00:00Z,s-00072,2026-01-10 11:00:00+00:00
219,2026-01-10T14:00:00Z,s-00072,2026-01-10 14:00:00+00:00
220,2026-01-10T11:00:00Z,s-00073,2026-01-10 11:00:00+00:00
221,2026-01-10T14:00:00Z,s-00073,2026-01-10 14:00:00+00:00
222,2026-01-10T17:00:00Z,s-00073,2026-01-10 17:00:00+00:00
223,2026-01-10T14:00:00Z,s-00074,2026-01-10 14:00:00+00:00
224,2026-01-10T17:00:00Z,s-00074,2026-01-10 17:00:00+00:00
225,2026-01-10T20:00:00Z,s-00074,2026-01-10 20:00:00+00:00
226,2026-01-10T17:00:00Z,s-00075,2026-01-10 17:00:00+00:00
227,2026-01-10T20:00:00Z,s-00075,2026-01-10 20:00:00+00:00
228,2026-01-10T23:00:00Z,s-00075,2026-01-10 23:00:00+00:00
229,2026-01-10T20:00:00Z,s-00076,2026-01-10 20:00:00+00:00
230,2026-01-10T23:00:00Z,s-00076,2026-01-10 23:00:00+00:00
231,2026-01-11T02:00:00Z,s-00076,2026-01-11 02:00:00+00:00
232,2026-01-10T23:00:00Z,s-00077,2026-01-10 23:00:00+00:00
233,2026-01-11T02:00:00Z,s-00077,2026-01-11 02:00:00+00:00
234,2026-01-11T05:00:00Z,s-00077,2026-01-11 05:00:00+00:00
235,2026-01-11T02:00:00Z,s-00078,2026-01-11 02:00:00+00:00
236,2026-01-11T05:00:00Z,s-00078,2026-01-11 05:00:00+00:00
237,2026-01-11T08:00:00Z,s-00078,2026-01-11 08:00:00+00:00
238,2026-01-11T05:00:00Z,s-00079,2026-01-11 05:00:00+00:00
239,2026-01-11T08:00:00Z,s-00079,2026-01-11 08:00:00+00:00
240,2026-01-11T11:00:00Z,s-00079,2026-01-11 11:00:00+00:00
241,2026-01-11T08:00:00Z,s-00080,2026-01-11 08:00:00+00:00
242,2026-01-11T11:00:00Z,s-00080,2026-01-11 11:00:00+00:00
243,2026-01-11T14:00:00Z,s-00080,2026-01-11 14:00:00+00:00
244,2026-01-11T11:00:00Z,s-00081,2026-01-11 11:00:00+00:00
245,2026-01-11T14:00:00Z,s-00081,2026-01-11 14:00:00+00:00
246,2026-01-11T17:00:00Z,s-00081,2026-01-11 17:00:00+00:00
247,2026-01-11T14:00:00Z,s-00082,2026-01-11 14:00:00+00:00
248,2026-01-11T17:00:00Z,s-00082,2026-01-11 17:00:00+00:00
249,2026-01-11T20:00:00Z,s-00082,2026-01-11 20:00:00+00:00
250,2026-01-11T17:00:00Z,s-00083,2026-01-11 17:00:00+00:00
251,2026-01-11T20:00:00Z,s-00083,2026-01-11 20:00:00+00:00
252,2026-01-11T23:00:00Z,s-00083,2026-01-11 23:00:00+00:00
253,2026-01-11T20:00:00Z,s-00084,2026-01-11 20:00:00+00:00
254,2026-01-11T23:00:00Z,s-00084,2026-01-11 23:00:00+00:00
255,2026-01-12T02:00:00Z,s-00084,2026-01-12 02:00:00+00:00
256,2026-01-11T23:00:00Z,s-00085,2026-01-11 23:00:00+00:00
257,2026-01-12T02:00:00Z,s-00085,2026-01-12 02:00:00+00:00
258,2026-01-12T05:00:00Z,s-00085,2026-01-12 05:00:00+00:00
259,2026-01-12T02:00:00Z,s-00086,2026-01-12 02:00:00+00:00
260,2026-01-12T05:00:00Z,s-00086,2026-01-12 05:00:00+00:00
261,2026-01-12T08:00:00Z,s-00086,2026-01-12 08:00:00+00:00
262,2026-01-12T05:00:00Z,s-00087,2026-01-12 05:00:00+00:00
263,2026-01-12T08:00:00Z,s-00087,2026-01-12 08:00:00+00:00
264,2026-01-12T11:00:00Z,s-00087,2026-01-12 11:00:00+00:00
265,2026-01-12T08:00:00Z,s-00088,2026-01-12 08:00:00+00:00
266,2026-01-12T11:00:00Z,s-00088,2026-01-12 11:00:00+00:00
267,2026-01-12T14:00:00Z,s-00088,2026-01-12 14:00:00+00:00
268,2026-01-12T11:00:00Z,s-00089,2026-01-12 11:00:00+00:00
269,2026-01-12T14:00:00Z,s-00089,2026-01-12 14:00:00+00:00
270,2026-01-12T17:00:00Z,s-00089,2026-01-12 17:00:00+00:00
271,2026-01-12T14:00:00Z,s-00090,2026-01-12 14:00:00+00:00
272,2026-01-12T17:00:00Z,s-00090,2026-01-12 17:00:00+00:00
273,2026-01-12T20:00:00Z,s-00090,2026-01-12 20:00:00+00:00
274,2026-01-12T17:00:00Z,s-00091,2026-01-12 17:00:00+00:00
275,2026-01-12T20:00:00Z,s-00091,2026-01-12 20:00:00+00:00
276,2026-01-12T23:00:00Z,s-00091,2026-01-12 23:00:00+00:00
277,2026-01-12T20:00:00Z,s-00092,2026-01-12 20:00:00+00:00
278,2026-01-12T23:00:00Z,s-00092,2026-01-12 23:00:00+00:00
279,2026-01-13T02:00:00Z,s-00092,2026-01-13 02:00:00+00:00
280,2026-01-12T23:00:00Z,s-00093,2026-01-12 23:00:00+00:00
281,2026-01-13T02:00:00Z,s-00093,2026-01-13 02:00:00+00:00
282,2026-01-13T05:00:00Z,s-00093,2026-01-13 05:00:00+00:00
283,2026-01-13T02:00:00Z,s-00094,2026-01-13 02:00:00+00:00
284,2026-01-13T05:00:00Z,s-00094,2026-01-13 05:00:00+00:00
285,2026-01-13T08:00:00Z,s-00094,2026-01-13 08:00:00+00:00
286,2026-01-13T05:00:00Z,s-00095,2026-01-13 05:00:00+00:00
287,2026-01-13T08:00:00Z,s-00095,2026-01-13 08:00:00+00:00
288,2026-01-13T11:00:00Z,s-00095,2026-01-13 11:00:00+00:00
289,2026-01-13T08:00:00Z,s-00096,2026-01-13 08:00:00+00:00
290,2026-01-13T11:00:00Z,s-00096,2026-01-13 11:00:00+00:00
291,2026-01-13T14:00:00Z,s-00096,2026-01-13 14:00:00+00:00
292,2026-01-13T11:00:00Z,s-00097,2026-01-13 11:00:00+00:00
293,2026-01-13T14:00:00Z,s-00097,2026-01-13 14:00:00+00:00
294,2026-01-13T17:00:00Z,s-00097,2026-01-13 17:00:00+00:00
295,2026-01-13T14:00:00Z,s-00098,2026-01-13 14:00:00+00:00
296,2026-01-13T17:00:00Z,s-00098,2026-01-13 17:00:00+00:00
297,2026-01-13T20:00:00Z,s-00098,2026-01-13 20:00:00+00:00
298,2026-01-13T17:00:00Z,s-00099,2026-01-13 17:00:00+00:00
299,2026-01-13T20:00:00Z,s-00099,2026-01-13 20:00:00+00:00
300,2026-01-13T23:00:00Z,s-00099,2026-01-13 23:00:00+00:00
301,2026-01-13T20:00:00Z,s-00100,2026-01-13 20:00:00+00:00
302,2026-01-13T23:00:00Z,s-00100,2026-01-13 23:00:00+00:00
303,2026-01-14T02:00:00Z,s-00100,2026-01-14 02:00:00+00:00
304,2026-01-13T23:00:00Z,s-00101,2026-01-13 23:00:00+00:00
305,2026-01-14T02:00:00Z,s-00101,2026-01-14 02:00:00+00:00
306,2026-01-14T05:00:00Z,s-00101,2026-01-14 05:00:00+00:00
307,2026-01-14T02:00:00Z,s-00102,2026-01-14 02:00:00+00:00
308,2026-01-14T05:00:00Z,s-00102,2026-01-14 05:00:00+00:00
309,2026-01-14T08:00:00Z,s-00102,2026-01-14 08:00:00+00:00
310,2026-01-14T05:00:00Z,s-00103,2026-01-14 05:00:00+00:00
311,2026-01-14T08:00:00Z,s-00103,2026-01-14 08:00:00+00:00
312,2026-01-14T11:00:00Z,s-00103,2026-01-14 11:00:00+00:00
313,2026-01-14T08:00:00Z,s-00104,2026-01-14 08:00:00+00:00
314,2026-01-14T11:00:00Z,s-00104,2026-01-14 11:00:00+00:00
315,2026-01-14T14:00:00Z,s-00104,2026-01-14 14:00:00+00:00
316,2026-01-14T11:00:00Z,s-00105,2026-01-14 11:00:00+00:00
317,2026-01-14T14:00:00Z,s-00105,2026-01-14 14:00:00+00:00
318,2026-01-14T17:00:00Z,s-00105,2026-01-14 17:00:00+00:00
319,2026-01-14T14:00:00Z,s-00106,2026-01-14 14:00:00+00:00
320,2026-01-14T17:00:00Z,s-00106,2026-01-14 17:00:00+00:00
321,2026-01-14T20:00:00Z,s-00106,2026-01-14 20:00:00+00:00
322,2026-01-14T17:00:00Z,s-00107,2026-01-14 17:00:00+00:00
323,2026-01-14T20:00:00Z,s-00107,2026-01-14 20:00:00+00:00
324,2026-01-14T23:00:00Z,s-00107,2026-01-14 23:00:00+00:00
325,2026-01-14T20:00:00Z,s-00108,2026-01-14 20:00:00+00:00
326,2026-01-14T23:00:00Z,s-00108,2026-01-14 23:00:00+00:00
327,2026-01-15T02:00:00Z,s-00108,2026-01-15 02:00:00+00:00
328,2026-01-14T23:00:00Z,s-00109,2026-01-14 23:00:00+00:00
329,2026-01-15T02:00:00Z,s-00109,2026-01-15 02:00:00+00:00
330,2026-01-15T05:00:00Z,s-00109,2026-01-15 05:00:00+00:00
331,2026-01-15T02:00:00Z,s-00110,2026-01-15 02:00:00+00:00
332,2026-01-15T05:00:00Z,s-00110,2026-01-15 05:00:00+00:00
333,2026-01-15T08:00:00Z,s-00110,2026-01-15 08:00:00+00:00
334,2026-01-15T05:00:00Z,s-00111,2026-01-15 05:00:00+00:00
335,2026-01-15T08:00:00Z,s-00111,2026-01-15 08:00:00+00:00
336,2026-01-15T11:00:00Z,s-00111,2026-01-15 11:00:00+00:00
337,2026-01-15T08:00:00Z,s-00112,2026-01-15 08:00:00+00:00
338,2026-01-15T11:00:00Z,s-00112,2026-01-15 11:00:00+00:00
339,2026-01-15T14:00:00Z,s-00112,2026-01-15 14:00:00+00:00
340,2026-01-15T11:00:00Z,s-00113,2026-01-15 11:00:00+00:00
341,2026-01-15T14:00:00Z,s-00113,2026-01-15 14:00:00+00:00
342,2026-01-15T17:00:00Z,s-00113,2026-01-15 17:00:00+00:00
343,2026-01-15T14:00:00Z,s-00114,2026-01-15 14:00:00+00:00
344,2026-01-15T17:00:00Z,s-00114,2026-01-15 17:00:00+00:00
345,2026-01-15T20:00:00Z,s-00114,2026-01-15 20:00:00+00:00
346,2026-01-15T17:00:00Z,s-00115,2026-01-15 17:00:00+00:00
347,2026-01-15T20:00:00Z,s-00115,2026-01-15 20:00:00+00:00
348,2026-01-15T23:00:00Z,s-00115,2026-01-15 23:00:00+00:00
349,2026-01-15T20:00:00Z,s-00116,2026-01-15 20:00:00+00:00
350,2026-01-15T23:00:00Z,s-00116,2026-01-15 23:00:00+00:00
351,2026-01-16T02:00:00Z,s-00116,2026-01-16 02:00:00+00:00
352,2026-01-15T23:00:00Z,s-00117,2026-01-15 23:00:00+00:00
353,2026-01-16T02:00:00Z,s-00117,2026-01-16 02:00:00+00:00
354,2026-01-16T05:00:00Z,s-00117,2026-01-16 05:00:00+00:00
355,2026-01-16T02:00:00Z,s-00118,2026-01-16 02:00:00+00:00
356,2026-01-16T05:00:00Z,s-00118,2026-01-16 05:00:00+00:00
357,2026-01-16T08:00:00Z,s-00118,2026-01-16 08:00:00+00:00
